"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"Synergy"	"Ledge"
"TERF1"	"TERF1"	137	-2.69	0.00716	0.0659	NA	"RPGR, MPND, WBP4, NT5C2, + 107 genes"
"HLF"	"HLF"	80	-2.69	0.00715	0.0659	NA	"FAM241A, BCAS4, KIAA1324, POLR3C, + 61 genes"
"ZNF438"	"ZNF438"	82	-2.72	0.0065	0.0612	NA	"ESYT1, BCAS4, PARP16, ENKUR, + 72 genes"
"ZNF541"	"ZNF541"	37	-2.73	0.00637	0.0611	NA	"C20orf96, DCBLD2, FAM186B, CD55, + 31 genes"
"HIC2"	"HIC2"	67	-2.73	0.00629	0.061	NA	"GFRA2, DAP3, STEAP3, SPTAN1, + 38 genes"
"ZNF37A"	"ZNF37A"	74	-2.75	0.00595	0.0589	NA	"TWF2, MPND, RBM28, NOL8, + 68 genes"
"AR"	"AR"	52	-2.77	0.00563	0.0577	NA	"CFAP58, FAM155B, TNRC6C, REEP1, + 34 genes"
"THAP9"	"THAP9"	130	-2.78	0.0054	0.056	NA	"COIL, SNX8, DNM1L, CDNF, + 116 genes"
"MYCL"	"MYCL"	56	-2.85	0.00444	0.047	NA	"CSF2RA, MED20, C1orf198, RMDN3, + 30 genes"
"ZFHX4"	"ZFHX4"	49	-2.85	0.00432	0.0466	NA	"FHL2, NOCT, MID1, NCK2, + 20 genes"
"ZBTB21"	"ZBTB21"	103	-2.86	0.0043	0.0466	NA	"DDX3X, BDKRB2, TRIP11, SDE2, + 93 genes"
"NR3C1"	"NR3C1"	58	-2.86	0.00429	0.0466	NA	"CDC42SE2, ARHGAP26, CITED4, EPS8L2, + 48 genes"
"ZNF684"	"ZNF684"	75	-2.86	0.00421	0.0466	NA	"RNF19B, TPTE2P5, MAPKAPK2, MTERF1, + 59 genes"
"ZNF235"	"ZNF235"	43	-2.89	0.00387	0.0448	NA	"GLTP, GPX4, ZNF234, SMIM29, + 35 genes"
"ZFP62"	"ZFP62"	92	-2.89	0.00383	0.0448	NA	"CFL1, ZNF605, FOXJ3, IFITM10, + 75 genes"
"ZBTB2"	"ZBTB2"	59	-2.89	0.00381	0.0448	NA	"TIMP1, ARL5A, H1F0, BMP8B, + 48 genes"
"ZNF138"	"ZNF138"	54	-2.91	0.00366	0.044	NA	"CENPJ, TMEM123, TIMP1, CCDC97, + 34 genes"
"SETBP1"	"SETBP1"	137	-2.91	0.00365	0.044	NA	"EIF3G, ZNF524, QKI, CRISPLD1, + 115 genes"
"ZNF658"	"ZNF658"	50	-2.91	0.00359	0.044	NA	"FAM13A, HIC2, SPHK1, WDFY3-AS2, + 39 genes"
"NFE2L2"	"NFE2L2"	84	-2.92	0.00345	0.0438	NA	"CAMTA2, SEC63, SCNM1, AMOTL2, + 71 genes"
"ZXDA"	"ZXDA"	78	-2.94	0.00327	0.0428	NA	"SNX19, CARHSP1, ANKS1A, DCLRE1A, + 68 genes"
"TFDP1"	"TFDP1"	103	-2.96	0.00306	0.0412	NA	"MIPEP, AGPAT2, MCCC2, POLD2, + 86 genes"
"PPARG"	"PPARG"	45	-2.99	0.00275	0.0376	NA	"ANGPT4, RNF165, PCOLCE2, GSTK1, + 35 genes"
"ATF2"	"ATF2"	109	-3.03	0.00246	0.0352	NA	"FAM199X, EIF3G, NUP85, ZNF664, + 91 genes"
"PRDM16"	"PRDM16"	96	-3.03	0.00242	0.0352	NA	"YWHAH, KDM4B, GPR83, CDC45, + 82 genes"
"ZNF781"	"ZNF781"	54	-3.07	0.00215	0.0318	NA	"GOLGA8N, FAM241A, LIPT1, LRRC6, + 42 genes"
"ZNF589"	"ZNF589"	65	-3.08	0.00208	0.0318	NA	"ZNF605, BBS4, ZNF717, ZNF530, + 52 genes"
"ZNF548"	"ZNF548"	99	-3.09	0.00201	0.0318	NA	"PSMD8, GPATCH2L, RLF, ZNF91, + 81 genes"
"ZNF569"	"ZNF569"	92	-3.1	0.00192	0.0316	NA	"RIOK2, SEPSECS, NAP1L2, MMP11, + 81 genes"
"ZHX3"	"ZHX3"	64	-3.11	0.00185	0.0309	NA	"TENM4, SMYD4, SNORC, SPC24, + 63 genes"
"TSHZ3"	"TSHZ3"	43	-3.13	0.00177	0.0302	NA	"ABCC1, CYP39A1, KIAA1671, ARMH4, + 38 genes"
"HIVEP3"	"HIVEP3"	103	-3.15	0.00166	0.0288	NA	"FREM2, CENPJ, TLN2, SLC19A1, + 84 genes"
"HIF3A"	"HIF3A"	25	-3.16	0.0016	0.0283	NA	"NR2F2-AS1, MUM1L1, PEAR1, INSYN1, + 17 genes"
"ZKSCAN3"	"ZKSCAN3"	35	-3.19	0.0014	0.0259	NA	"PHLDA2, RAD51D, CBFA2T2, ACKR3, + 27 genes"
"ZBTB5"	"ZBTB5"	107	-3.22	0.00129	0.0248	NA	"NECTIN3, PDIA6, TSTD2, GSTO1, + 98 genes"
"ZNF782"	"ZNF782"	129	-3.24	0.00119	0.0234	NA	"EHMT1, ZNF512B, IFT74, SNED1, + 109 genes"
"TCF7L1"	"TCF7L1"	265	-3.24	0.00119	0.0234	NA	"SLC19A1, TM2D2, MAP4K2, FTH1P16, + 186 genes"
"PBX4"	"PBX4"	255	-3.28	0.00105	0.0226	NA	"SRF, ADCY10P1, IDE, CCDC40, + 220 genes"
"TEAD4"	"TEAD4"	88	-3.31	0.000938	0.0217	NA	"TENT5B, CYB5D2, FRK, PGF, + 68 genes"
"GLI3"	"GLI3"	68	-3.32	0.000896	0.0213	NA	"HELZ, TRIM9, GLTPD2, ATXN1L, + 60 genes"
"ZNF480"	"ZNF480"	145	-3.33	0.000875	0.0213	NA	"CTH, SOD3, TIPARP, ZNF138, + 119 genes"
"MYCN"	"MYCN"	46	-3.33	0.000872	0.0213	NA	"ARHGAP28, ZNF823, PUDP, FIG4, + 38 genes"
"RARB"	"RARB"	141	-3.33	0.000859	0.0213	NA	"S100A6, LCN2, WWTR1, SNED1, + 117 genes"
"GLIS3"	"GLIS3"	49	-3.35	0.000813	0.0213	NA	"SNORC, DNAJC3, TUBA4A, STX1B, + 36 genes"
"TFCP2"	"TFCP2"	162	-3.39	0.000708	0.02	NA	"JPT2, NRDE2, LURAP1L, ATXN7L3B, + 128 genes"
"SOX5"	"SOX5"	166	-3.39	0.000701	0.02	NA	"CMIP, CDKL1, ECM2, LCN12, + 159 genes"
"PEG3"	"PEG3"	339	-3.43	0.000604	0.0182	NA	"MPPE1, ZNF24, CNIH4, CDKN2A, + 295 genes"
"ZNF33B"	"ZNF33B"	44	-3.45	0.000553	0.018	NA	"ZNF616, SLC25A46, ZNF717, CTH, + 31 genes"
"MAFB"	"MAFB"	80	-3.49	0.000489	0.017	NA	"ALDH3A2, CLDN23, DUSP1, PCOLCE2, + 80 genes"
"GZF1"	"GZF1"	329	-3.49	0.000479	0.017	NA	"SOS2, TBCB, YIPF6, LMNA, + 295 genes"
"TCFL5"	"TCFL5"	103	-3.53	0.000415	0.0169	NA	"POMT2, PPM1L, RAD51D, ZC3H8, + 90 genes"
"MLLT3"	"MLLT3"	101	-3.57	0.000364	0.0156	NA	"HTR7P1, CCDC65, METTL7A, PRDM11, + 85 genes"
"LRRFIP2"	"LRRFIP2"	145	-3.57	0.000355	0.0156	NA	"RAB11FIP4, PRMT3, LMNB2, MID1, + 126 genes"
"ZFPM2"	"ZFPM2"	170	-3.59	0.000334	0.0156	NA	"GFRA2, SMG5, CMIP, ECM2, + 134 genes"
"ESRRG"	"ESRRG"	159	-3.66	0.000252	0.0134	NA	"SPC24, TUBA4A, PAX8-AS1, AFG1L, + 133 genes"
"PROX1"	"PROX1"	93	-3.69	0.000222	0.0125	NA	"ATXN7L1, ARMC8, KCNK2, ZNF581, + 79 genes"
"PKNOX1"	"PKNOX1"	51	-3.83	0.000129	0.00911	NA	"VDR, CEP78, TBC1D1, YTHDC1, + 35 genes"
"SMAD9"	"SMAD9"	151	-3.9	9.67e-05	0.00911	NA	"PTCSC2, HELZ, DACT1, LPGAT1, + 160 genes"
"ID4"	"ID4"	142	-3.97	7.28e-05	0.00821	NA	"ERO1B, TGFBI, SLC1A4, SPEF2, + 130 genes"
"ZKSCAN5"	"ZKSCAN5"	103	-3.98	7.03e-05	0.00821	NA	"SAMD15, SNX25, PHLDA2, SSR1, + 94 genes"
"ZFP36L2"	"ZFP36L2"	102	-4.31	1.67e-05	0.00376	NA	"AKR1C1, DCHS2, FAM13A, USP49, + 84 genes"
"PAX6"	"PAX6"	84	-4.42	1.01e-05	0.00303	NA	"POLD1, CCDC65, ATG2A, TMPRSS4, + 67 genes"
"TFCP2L1"	"TFCP2L1"	178	-4.68	2.9e-06	0.00262	NA	"ERO1B, CTH, S1PR2, DHX35, + 161 genes"
